,S/N,Type,ABIA STATE,ADDRESS,Latitude,Longitude
,1327,Daily,Ilasamaja International Market,"G8CH+HX6, Bello St, Isaga Tedo 102214, Lagos",6.588675000,3.332714000
,1328,Daily,Alade Market oshodi-Isolo,"2 Ire Akari Road, Oshodi-Isolo 102214, Lagos",6.528722000,3.322590000
,1329,Daily,Alh. Masha Roundabout Grocery Market,"162 Ogunlana Dr, Surulere 100242, Lagos",6.50306900,3.350946000
,1330,Daily,Lawanson Market,"234 Lawanson Rd, Surulere 102215, Lagos",6.511873000,3.336060000
,1331,Daily,Hassan Market,"G9QC+873, Awofeso St, Somolu 102216, Lagos",6.540920000,3.371460000
,1332,Daily,Alade Market Somolu,"G9MG+FJQ, Somolu 102216, Lagos",6.53439800,3.376911000
,1333,Daily,Odunsi Market,"22 Tijani Ashogbon St, Bariga 102216, Lagos",6.536633000,3.391711000
,1334,Daily,Market in Surulere,"62 Adedoyin Rd, Idi-Araba 101241, Lagos",6.517004000,3.35172100
,1335,Daily,Olaleye Market,"F9MC+CW3, Abule Nla Rd, Ebute Metta 101245, Lagos",6.484885000,3.372331000
,1336,Daily,Market in Lagos Island,"F97M+5JR, Lagos Island 102273, Lagos",6.464006000,3.38436600
,1337,Daily,Ajetutu Market,"M733+3F3, Amikanle Rd, Alagbado 102213, Lagos",6.657153000,3.254950000
,1338,Daily,Iponri Road Market,"1156 Iponri Rd, Alaka 101241, Lagos",6.484839000,3.362818000
,1339,Daily,Alhaja Abibat Mogaji Mini Market,"Oshodi, 413 Agege Motor Rd, Ikeja",6.560643000,3.350232000
,1340,Daily,Abibat Mogaji International Market,"Coker Market Rd, Coker 101241, Lagos",6.476731000,3.331005000
,1341,Daily,Alade Market Adekoya Str Ikeja,"1 Adekoya St, Mafoluku Oshodi 102214, Ikeja, Lagos",6.560406000,3.350153000
,1342,Daily,"Ifelodun Oba Ojedobi Market, Agodo Egbe Idimu LCDA","G7VJ+294, Road, Egbe 102213, Lagos",6.559704000,3.275963000
,1343,Daily,Giwa Mammy Market,"CCXH+2FH, 117 Kingsway Rd, Ikoyi 106104, Lagos",6.461334000,3.431375000
,1344,Daily,Powerline Market Ikotun,"43 Salvation St, Ikotun 102213, Lagos",6.580302000,3.272092000
,1345,Daily,Idera Ultramodern Market,"J8P9+FMG, Old Abeokuta Rd, Agege 102212, Lagos",6.666952000,3.318246000
,1346,Daily,Ado Market,"FH7F+R2J, Aja 106104, Lagos",6.493174000,3.572332000
,1347,Daily,Iyana Itire Igbo Market,"G88M+CHH, Iyana, Itire Rd, Lagos",6.518754000,3.334276000
,1348,Daily,Bakare Bello Market,"Shop A7, Bakare Complex, Salau Onikoyi Street, Ifako, Gbagada, Gbagada, Lagos",6.55662700,3.392280000
,1349,Daily,Ile Epo Everyday Market,"8 Old Otta Rd, Abule Egba 102213, Lagos",6.638195000,3.300013000
,1350,Daily,Oke Odo Market,"59 Old Otta Rd, Agege 102212, Lagos",6.637737000,3.302284000
,,,,,,
,,,NASSARAWA STATE,,,
,1351,Daily,Main Market,"962101, Nassarawa",8.54201600,7.710809000
,1352,Daily,Mararaba Market,"Abuja-Keffi Rd, Mararaba 961105, Ado, Nassarawa",9.027910000,7.600461000
,1353,Daily,Orange Market,"961105, New Karu, Nassarawa",9.034930000,7.621373000
,1354,Daily,Rugga Market,"2H8X+36W, 961105, New Karu, Nasarawa",9.016000000,7.598036000
,1355,Daily,Keffi Central Market,"RVVH+C6M, 961101, Keffi, Nasarawa",8.843877000,7.878158000
,1356,Daily,Akwanga New Market,"WC26+RH4, Lafia Road, 960101, Akwanga, Nasarawa",8.902896000,8.411375000
,1357,Daily,Ajaragu Market,"WJC6+Q37, 960134, Wamba, Nasarawa",8.922497000,8.609347000
,1358,Daily,Buhari International Market,"2J96+J47, 961105, New Karu, Nasarawa",9.019901000,7.61035900
,1359,Daily,Tasha Market,"961105, New Karu, Nasarawa",9.052790000,7.60527300
,1360,Daily,New Karu Market,"2J3Q+4HM, New Karu market, Angwan Jikwoyi, New Karu",9.01345800,7.638232000
,1361,Daily,Kasuwan Lafiya Market,,,
,1362,Daily,Alamis Market Lafia,"GG4F+C33, shinge 950101, Lafia, Nasarawa",8.523853000,8.528238000
,1363,Daily,Masaka Market,"2M3G+C44, 961105, Masaka, Nasarawa",9.122780000,7.700064000
,1364,Daily,Wamba Market,"WJC6+Q37, 960134, Wamba, Nasarawa",10.05078500,8.200219000
,1365,Daily, Shata Loko Market,"v2R2Q+368, 962102, Shata, Nasarawa",8.000313000,7.838059000
,1366,Daily, Market in Obe,"8R63+4FP, 962101, Obe, Nasarawa",8.320332000,7.805105000
,1367,Daily,Unnamed Market,"74MF+J78, 962106, Shafa Abakpa, Nasarawa",8.286679000,7.124691000
,1368,Daily,Market in Gidan Mai Akwiya,"GPWQ+FP5, 950102, Gidan Mai Akwiya, Nasarawa",8.562558000,8.750711000
,1369,Daily,New Nyanya Market,"2J6R+XV2, 961105, New Karu, Nasarawa",9.017882000,7.644222000
,1370,Daily,Market in Keana,"4QXW+447, 951108, Keana, Nasarawa",8.215744000,8.774693000
,1371,Daily,Keffi Modern Market,"961101, Nasarawa",8.822520000,7.877547000
,1372,Daily,Market in Saka,"QPW8+Q8G, 961103, Roguwa, Nasarawa",10.44264200,7.80239000
,1373,Daily,Market in Kwarra,"8FPJ+PWH, 950103, Kwarra, Nasarawa",8.466282000,8.498419000
,1374,Daily,Market in Gudi,"V65F+QMR, 961102, Gudi, Nasarawa",9.022215000,8.21822800
,1375,Daily,Market in Gurku Gwari,"4J36+472, 961106, New Karu, Nasarawa",9.110464000,7.613639000
,1376,Daily,Market in Ugya,"6547+H8Q, 962105, Shikwokwa, Nasarawa",8.214625000,7.165240000
,1377,Daily,Sunday Market,"FGW9+2VF, 950101, Lafia, Nasarawa",8.565672000,8.526536000
,1378,Daily,New Market,"FGRH+GCM, east, beside central mosque, 950101, Lafia, Nasarawa",8.529566000,8.534766000
,1379,Daily,Zimbabwe Market,"WP4C+F66, A234, 961103, Oke, Nasarawa",8.922808000,7.721111000
,1380,Daily,Unnamed Market,"83QR+9VF, 950103, Maikutukure, Nasarawa",8.338781000,8.092181000
,1381,Daily,New Karu Market,"2J3Q+4HM, New Karu market, Angwan Jikwoyi, New Karu",9.009360000,7.637818000
,1382,Daily,Market in Ashige,"HRJ8+PC6, 950102, Assaikio, Nasarawa",8.866993000,8.815153000
,1383,Daily,Market in Sissibaki,"3J96+M32, 960134, Chini, Nasarawa",9.254359000,8.595268000
,1384,Daily,Unnamed Market,"CPW5+X83, 951102, Giringwe, Nasarawa",8.525883000,8.707926000
,1385,Daily,Market in Sabon Gora,"VPRM+JPH, 961103, Uke, Nasarawa",8.99497500,7.768555000
,1386,Daily,Nyanya Maarket,Urban Mass Nyanya Market,9.033194000,7.570038000
,1387,Daily,New Orange Market,"2JG4+MWH, Mararaba 961105, New Karu, Nasarawa",9.026968000,7.607398000
,1388,Daily,Lafia Neighbourhood Market,"FGV7+RVR, behind AYM shafa fuel station, 950101, Lafia, Nasarawa",8.495716000,8.514830000
,1389,Daily,New Kurudu Market,"WHP6+93X, 900109, Nasarawa, Federal Capital Territory",8.936130000,7.560290000
,1390,Daily,Lafia Modern Market,"950101, Lafia, Nassarawa",8.491726000,8.525559000
,1391,Daily,Lafia Market Car Park ,"FGRG+5HQ, Unnamed Road, 950101, Lafia, Nasarawa",8.490799000,8.526362000
,1392,Daily,Unnamed Market,"4QXW+447, 951108, Keana, Nasarawa",8.254164000,8.806803000
,,,,,,
,,,,,,
,,,NIGER STATE,,,
,1393,Daily,"Central Market, Suleja","55HM+RJV, 910101, Kwamba, Niger",9.179811000,7.184088000
,1394,Daily,Eng. A.A Kure Market,"920101, Minna, Niger",9.618766000,6.531646000
,1395,Daily,Lambata Yam Market,"7XJW+3QW, 910102, Bonu, Niger",9.280356000,6.996881000
,1396,Daily,Kpakungu Roundabout Minna,"Minna South 920101, Minna",9.600359000,6.532845000
,1397,Daily,Kwamba Market,"653C+G6X, Suleja 910101, Kwamba, Niger",9.213348000,7.173193000
,1398,Daily,"Monday Market, New-Bussa","912105, New Bussa, Niger",9.885698000,4.509348000
,1399,Daily,Etswafura Market,"32P6+H3V, 912101, Bida, Niger",9.086667000,6.010149000
,1400,Daily,Tunga Market,"JH35+2G3, Minna - Zungeru Rd, Tudun Wada South 920101, Minna, Niger",9.604780000,6.56354100
,1401,Daily,New Market Kontagora,"CF6C+J7P, opposite Eko Bank, 923101, Kontagora, Niger",10.41394100,5.471112000
,1402,Daily,Zungeru Market,"R525+275, 922107, Zungeru, Niger",9.938275000,6.172920000
,1403,Daily,Dikko Market,"Abuja-Kaduna-Zaria Expwy, 910102, Diko",9.28030900,7.217371000
,1404,Daily,Unnamed Market,"C882+X4R, 923105, Masamagu, Niger",10.5955870,5.25047800
,1405,Daily,Market in Bida,"32Q6+89Q, 912101, Bida, Niger",9.089203000,6.011339000
,1406,Daily,Mokwa Modern Market,"73V4+5QH, 913104, Mokwa, Niger",9.293130000,5.057005000
,1407,Daily,Unnamed Market,"8CCM+XC9, 923101, Kagara, Niger",10.40152800,5.457324000
,1408,Daily,Nikuchi Market,"8MQF+QP2, 920103, Nagofita, Niger",9.339561000,6.674194000
,1409,Daily,Unnamed Market,"H5G6+M5H, 920104, Kwagana, Niger",9.603858000,7.158897000
,1410,Daily,Market in Paiko,"CJPP+93G, 920103, Paiko, Niger",9.494633000,6.645276000
,1411,Daily,Unnamed Market,"Q9HV+H6P, 923103, Fage, Niger",9.812802000,5.399266000
,1412,Daily,Gwada Yam Market,"QR34+7V2, 921101, Gwada, Niger",9.75346900,6.807274000
,1413,Daily,Market in Rafingora,"79PQ+VPM, 923101, Rafingora, Niger",10.29598100,5.391565
,1414,Daily,Tungan Mallam Market,"7HPM+VGC, 920103, Takumpara, Niger",9.306957000,6.586271000
,1415,Daily,Market in Safo,"VCV4+4Q8, 923103, Safo, Niger",9.977598000,5.417902000
,1416,Daily,Market in Utachu,"98QW+56X, 923101, Usubu, Niger",10.44970700,5.365707000
,1417,Daily,Tungu Goro Market,"Tugagoru Bosso LG, Minna",9.553648000,6.581345000
,1418,Daily,Market in Gwada,"QWWV+RGG, 921103, Guni, Niger",9.820127000,6.942302000
,1419,Daily,Minna South Local Market,"HGXJ+883, Minna South 920101, Minna, Niger",9.63581900,6.537179000
,1420,Daily,Market in Adogo ,"462P+Q5Q, 923102, Adogo, Niger",10.16713500,5.255447000
,1421,Daily,Market in Tsaunin-Gusaru,"XPPM+4V9, 921101, Baha, Niger",10.30276300,6.729860000
,1422,Daily,Unnamed Market,"QV9W+GMP, 921103, Gidan Ganga, Niger",9.825868000,6.884780000
,1423,Daily,Market in Kuta,"VP96+W6V, 921101, Kuta, Niger",9.906160000,6.708989000
,1424,Daily,Market in Natsu,"W4XR+4C8, 922102, Gumna, Niger",9.991077000,6.142457000
,1425,Daily,Dongo Layi Central Market,"JG9M+M69, Dogon Layi central market, 990002, Minna",9.619335000,6.533237000
,1426,Daily,Market in Minna South,"HGXH+5WH, Minna South 920101, Minna, Niger",10.13954600,6.597449000
,1427,Daily,Babaginda Market,"652C+4XC, Suleja 910101, Madalla, Niger",9.342562000,7.156197000
,1428,Daily,"New Market, Bida","32W3+99M, 912101, Bida, Niger",9.096873000,6.003379000
,1429,Daily,Dr Yahaya Bawa Bosso Market,"MG76+V2X, Western Bye Pass, Minna South 920102, Minna, Niger",9.66710400,6.511676000
,1430,Daily,Suleja International Market,"Rafin Sanyi 910101, Suleja",9.155448000,7.194029000
,1431,Daily,Murada Market,"55HM+PHH, Awwal Ibrahim Rd, 910101, Kwamba, Niger",9.181032000,7.184416000
,1432,Daily,Dangwale Market Hayi,"56V6+HQF, 910103, Kwamba, Niger",9.194206000,7.211977000
,1433,Daily,Gmelina Market,"45XW+498, 910103, Kwamba, Niger",9.147973000,7.195884000
,1434,Daily,Community Market,"JGF6+J96, 920101, Minna, Niger",9.974503000,6.474749000
,1435,Daily,Lapai Market,"911101, Lapai, Niger",9.083159000,6.563923000
,1436,Daily,Denro Modern Market,"Ansarudeen Mosque,Denro Along, Denro town, Agege",6.666286000,3.375222000
,1437,Daily,Old Market Bida,"32P5+3XX, 912101, Bida, Niger",9.086090000,6.009622000
,1438,Daily,Old Bosso Market,"Minna - Zungeru Rd, Bosso 920102, Minna, Niger",9.672373000,6.541299000
,1439,Daily,New Market,"32H6+PQC, 912101, Bida, Niger",9.080177000,6.011533000
,,,,,,
,,,,,,
,,,OGUN STATE,,,
,1440,Daily,Kuto Market,"Isale Oja Kuto After Kuto Market, Abeokuta",7.1386110,3.349943000
,1441,Daily,Lusada Market,"H3MM+PG2, Lusada - Igbesa Rd, 112102, Ketu Adieowe, Ogun State",6.584439000,3.083744000
,1442,Daily,Awolowo Market,"POWA Complex, 14 Ogunlesi Str, 121102, Sagamu",6.852598000,3.634510000
,1443,Daily,Mowe Main Market,"Mowe Market Rd, 110113, Loboru ",6.808434000,3.435684000
,1444,Daily,Jolasco Market,"M9V2+J74, Akute-Ijoko Rd, 112105, Alagbado, Ogun State",6.694268000,3.35077200
,1445,Daily,Afobaje Market,"M6M7+PFF, Adeyanju Street, 112104, Ota, Ogun State",6.684521000,3.213728000
,1446,Daily,Siun Market,"110105, Owode, Ogun",6.955900000,3.534044000
,1447,Daily,Ifo Market,"R55W+748, Moboluwaduro CDA 112105, Ifo, Ogun State",6.815740000,3.194876000
,1448,Daily,Osiele Market,"Osiele, 110121, Abeokuta, Ogun",7.193586000,3.453401000
,1449,Daily,Ikenna Central Market,"Ikenne Rd, 121103, Ikenna, Ogun",6.958193000,3.70974100
,1450,Daily,June 12 Market,"Abeokuta Ogun, Panseke 111102, Abeokuta",7.150015000,3.328607000
,1451,Daily,Market in Abeokuta,"582J+F45, Ikeredu-Idan 111105, Abeokuta, Ogun State",7.168120000,3.329477000
,1452,Daily,Gbangba Market,"49X7+R73, 111102, Abeokuta, Ogun State",7.151095000,3.3636850
,1453,Daily,Laderin Community Market,"Laderin Housing Estate, Oke Mosan 110118, Abeokut",7.119729000,3.387414000
,1454,Daily,Irede Market,"J6HC+8QX, 112104, Ota, Ogun State",6.725020000,3.234108000
,1455,Daily,Kudirat Abiola Market,"483H+FWX, Dele Oyefesobi Way, 110104, Abeokuta, Ogun State",7.123608000,3.324232000
,1456,Daily,New Obada Market,"37CR+VP3, 110104, Abeokuta, Ogun State",7.101642000,3.284404000
,1457,Daily,Farmers' Market,"Asero Ibadan Rd, 111101, Abeokuta",7.195501000,3.391518000
,1458,Daily,Iju Market,"Off Idiroko road Iju Ota, A5-1",7.575679000,3.146508000
,1459,Daily,Ijoko Main Market,"23 Agbado-Ijoko Rd, 112105, Ota",6.743392000,3.266445000
,1460,Daily,Omida local Market,"48QM+HP8, Omida Rd, Ibara 111102, Abeokuta, Ogun State",7.140122000,3.334375000
,1461,Daily,Odeda Market,"6GJH+M3Q, Abeokuta-Ibadan Rd, 110111, Odeda, Ogun State",7.248068000,3.528092000
,1462,Daily,Iberekodo Market,"58JR+J34, Ojokodo 110101, Abeokuta, Ogun State",7.181767000,3.340160000
,1463,Daily,Obada Market,"XX9V+6HH, 120106, Ijebu Igbo, Ogun State",6.96820200,3.99404500
,1464,Daily,Sagamu Int'l Market,"18 Water works Rd Isaleeko Sagamu LG, Sagamu",6.861833000,3.618094000
,1465,Daily,Unnamed Market,"6X7F+4MV, 111108, Shala, Ogun State",7.267895000,2.966521000
,1466,Daily,Market in Emuren ,"19 Ijebu Str, Ojo 121102, Ogun",6.741016000,3.624750000
,1467,Daily,Arigbajo Farmers Market,"R5RV+HFF, Ejio Rd, 110106, Arigbajo, Ogun State",6.841703000,3.193680000
,1468,Daily,Unnamed Market,"P7V7+C5V, 112104, Ijoko, Ogun State",6.779004000,3.253253000
,1469,Daily,Sango Ota Market,"P63W+W69, 112104, Ota, Ogun State",6.712333000,3.243706000
,1470,Daily,Market in Ibogun Adina,"R458+RHM, 112104, Igbogun Sowunmi, Ogun State",6.839755000,3.118693000
,1471,Daily,"New Market, Sopoto","3X2J+8R4, 110123, Igbogila, Ogun State",7.051012000,2.982105000
,1472,Daily,Unnamed Market,"VCMH+8GP, 110113, Ofada, Ogun State",6.884218000,3.429032000
,1473,Daily,"Onipetesi, Ijoko Market","P7V8+5MW, 112105, Ijoko, Ogun State",6.771218000,3.262045000
,1474,Daily,Market in Odogbolu,"RQP7+3G7, 120104, Odogbolu, Ogun State",6.937547000,3.751556000
,1475,Daily,Araromi Market,"2G82+9C5, 110114, Imo, Ogun State",7.158472000,3.537282000
,1476,Daily,Market in Maweje,"QW66+RVQ, 120103, Ijebu Ode, Ogun State",6.905095000,3.894298000
,1477,Daily,Market in Batolu,"XF9W+9CC, 110105, Owode, Ogun State",6.99804500,3.504882000
,1478,Daily,Unnamed Market,"XW5X+PRX, 110125, Araromi Jiga, Ogun State",7.079097000,2.947954000
,1479,Daily,Egbeda Market,"PAGA, Egbeda Ibogun Paramount Cool Spot, Shop 2, 112104, Ifo",6.814060000,3.105337000
,1480,Daily,Market in Asunora,"MQC7+Q5M, 112101, Idiroko, Ogun State",7.61923800,2.751000000
,1481,Daily,Market in Imope,"WX29+G47, 120102, Ijebu Igbo, Ogun State",6.909223000,3.967635000
,1482,Daily,Itori Market,"W6HC+P8W, 110106, Itori, Ogun State",7.01935400,3.219427000
,1483,Daily,Iju Market,"Off Idiroko road Iju Ota, A5-1",7.662793000,3.366235000
,1484,Daily,Oja Kila Market,"A5, Ilugun, Ogun",7.369644000,3.665171000
,1485,Daily,Ita Osu Market,"RW86+WG6, 120101, Ijebu Ode, Ogun State",6.817538000,3.911267000
,1486,Daily,Market in Ilaro,"V2QC+2JR, 112106, Ilaro, Ogun State",6.917197000,3.026346000
,1487,Daily,Unnamed Market,"PW23+GQP, 112106, Ajelete, Ogun State",6.730228000,2.893134000
,1488,Daily,Lafenwa Market,"Lafenwa, 111105, Abeokuta, Ogun State",7.157955000,3.326588000
,1489,Daily,Ita-Morning Market,"Ita-Morning Ita- morni, A5, Abeokuta",7.158583000,3.34649600
,1490,Daily,Olomore Market,"E2/1, Housing Olomore, Oke-Bode 110101, Abeokuta, Ogun State",7.149098000,3.350937000
,1491,Daily,Atikori Market,"XXJX+VJ5, 120106, Ijebu Igbo, Ogun State",6.982388000,3.999221000
,1492,Daily,"Central Market Hall, Obada-Oko","378Q+XVF, 110104, Aroge, Ogun State",7.067515000,3.28973500
,1493,Daily,Ijoun Central Market,"4VW5+5G4, Ijoun, Ijale Ketu Rd,, Ijoun",7.145635000,2.858976000
,1494,Daily,Market in Aiyepe,"RP3P+MJV, 120103, Aiyepe, Ogun State",7.924029000,4.069360000
,1495,Daily,Unnamed Market,"PQ8W+9PF, 120103, Ibefun, Ogun State",6.83250600,3.779483000
,1496,Daily,Market in Ijofin,"FQ7R+VCQ, 112101, Ijofin, Ogun State",6.535293000,2.801660000
,1497,Daily,Unnamed Market,"9V73+332, 111108, Imeko, Ogun State",7.519478000,2.873032000
,1498,Daily,Ijebu-Imusin Market,"Oke Oja, Ijebu Imushin",6.79747700,3.991396000
,1499,Daily,"Ibese Market, Ojibawo","110123, Ibese, Ogun State",7.011916000,3.045659000
,1500,Daily,Ago Iwoye Central Market,"WWQ7+CCR, Ago Garage Bus Stop,, Odenusi St, Ago-Iwoye",6.938923000,3.913477000
,1501,Daily,Oru Market,"WWXW+62G, 120106, Oru, Ogun State",6.957651000,3.942903000
,1502,Daily,Ota Market,"M6QM+7VG, 112104, Ota, Ogun State",6.69966800,3.238741000
,1503,Daily,Oja Odan Market,"111108, Oja Odan, Ogun",7.066215000,2.903569000
,1504,Daily,Agbara Market Odan/Jidah,"G432+J5J, 112102, Agbara, Ogun State",6.504210000,3.10044100
,1505,Daily,Irorun Market,"117 Idiroko Rd, 112212, Ota, Ogun State",6.691061000,3.228081000
,1506,Daily,Ogijo Market,"Market Rd, 121101, Ogijo, Ogun State",6.732519000,3.502684000
,1507,Daily,Ajuwon Market,"M8FW+MGP, Iju 350837, Lagos, Ogun State",6.730819000,3.33976900
,1508,Daily,Arigbawonwo Market,"RCQQ+RFH, 110113, Loburo, Ogun State",6.839997000,3.438728000
,1509,Daily,Alagbole Market,"Alagbole - Akute Rd, Iju 112107, Lagos, Ogun State",6.664861000,3.352707000
,1510,Daily,Fidiwo Market,"3PG6+6WJ, 110116, Ogunti, Ogun State",7.075905000,3.712338000
,1511,Daily,Market in Wasimi Okuta,"GQG9+F2Q, 111104, Wasímí Okuta, Ogun State",8.315571000,3.146508000
,1512,Daily,Imose Night Market,"112102, Ota, Ogun State",6.552040000,3.182869000
,1513,Daily,Akute Market by Flyover Bridge,"M9H8+JXJ, Iju 112107, Alagbado, Ogun State",6.679321000,3.367391000
,1514,Daily,Onibudo Model Market,"Akute-Ijoko Rd, 112107, Alagbado",6.693889000,3.357971000
,1515,Daily,Olambe Market,"P84W+GR7, 112105, Alagbado, Ogun State",6.740313000,3.377139000
,1516,Daily,Falawo Market,"RJXX+MG9, 121102, Sagamu, Ogun State",6.859975000,3.654037000
,1517,Daily,Sabo Market,"RJMR+2M6, Akarigbo Street, 121102, Sagamu, Ogun State",6.833345000,3.641412000
,1518,Daily,Ilishan New Market,"VPV6+766, 121103, Ilishan-Remo, Ogun State",6.90413500,3.70675200
,1519,Daily,Oke Aje Market,"Oke suna street oke aje market, 120101, Ijebu Ode, Ogun State",6.820369000,3.930079000
,1520,Daily,Golden Estate Mkt,"RWRF+F9C, 120101, Ijebu Ode, Ogun State",6.841315000,3.923497000
,1521,Daily,Ijade Market,"RW79+V4W, 120103, Ijebu Ode, Ogun State",6.818441000,3.918682000
,1522,Daily,Old Oyingbo Market,"RW88+878, 120101, Ijebu Ode, Ogun State",6.816130000,3.915104000
,1523,Daily,Aluta Market Ijagun,"QWMG+56C, 120103, Ijebu Ode, Ogun State",6.783118000,3.925503000
,1524,Daily,New Market (Olabisi Onabanjo Mkt),"Shop N 27 new market Odogbolu local government, Ijebu Ode, Ogun State",6.879869000,3.924988000
,1525,Daily,Ijari Fadama Community Market,"RWXR+VCH, Ajari road Ijari, Ijebu Ode",6.849860000,3.941219000
,1526,Daily,Ita Ale Market ,"RW99+PH2, 120101, Ijebu Ode, Ogun State",6.940111000,3.923274000
,1527,Daily,Awujale Market,"RWC9+2VV, 120101, Ijebu Ode, Ogun State",6.820245000,3.919753000
,1528,Daily,Ojowo Market,"XXJW+HFX, 120106, Ijebu Igbo, Ogun State",6.982722000,3.996277000
,1529,Daily,Itale Oke-Agbo Market,"X243+RXP, 120105, Ijebu Igbo, Ogun State",6.95737600,4.005032000
,1530,Daily,Ojuore Market Opp Igomode Store,"8 Iganmode Rd, 112104, Ota",6.68855200,3.226324000
,1531,Daily,Toll Gate Market,"Toll Gate, Ajegunle, Abeokuta Expwy",6.726827000,3.240743000
,1532,Daily,Oja Atan,"M37W+65F, A5-1, 112103, Owode, Ogun State",6.663289000,3.095401000
,1533,Daily,Market in Odan Popo,"GVQ4+48C, 112101, Ipokia, Ogun State",6.556166000,2.857872000
,1534,Daily,Market in Mawun Oke,"FRQF+C9P, 112101, Ipokia, Ogun State",6.498901000,2.824914000
,1535,Daily,Ajelete Market,"PW23+GQP, 112106, Ajelete, Ogun State",6.702185000,2.904318000
,1536,Daily,Albarika Modern Market,"P6PX+3J8, 112104, Ota, Ogun State",6.735388000,3.249123000
,1537,Daily,Elega Market,"58JW+PH2, junction 110101, Abeokuta, Ogun State",7.243740000,3.355669000
,1538,Daily,Iperu Remo Market,"WM57+6XF, Akesan Road, 121108, Iperu, Ogun State",7.61923800,3.629907000
,1539,Daily,Ipara-Remo Main Market,"2M98+QXJ, 121116, Ishara, Ogun State",7.020964000,3.667619000
,1540,Daily,Ogere Central Market,"WJPM+5G6, 121107, Ogere, Ogun State",6.935640000,3.633693000
,1541,Daily,Ogunmakin Market,"Roundabout 110117, Ogunmakin, Ogun",7.148853000,3.786606000
,1542,Daily,Unnamed Market,"PW3F+2CW, 112106, Oke Odan, Ogun State",6.732687000,2.925261000
,1543,Daily,Simawa Market,"QGF2+8GV, 110113, Oresanya, Ogun State",6.773578000,3.501315000
,1544,Daily,Oja Ale Market,"WM58+F6J, 121108, Iperu, Ogun State",6.908955000,3.665506000
,1545,Daily,Itokin Market,"19 Ijebu Street, Ojo 121102, Lagos, Ogun State",6.705502000,3.61657500
,1546,Daily,Ishasi Pipeline Market,"M9CG+C32, Ojodu 112107, Ojodu, Ogun State",6.671086000,3.375176000
,1547,Daily,Baba Alanu Model Mkt(Adigbe MKT),"38X4+RR6, Obada Rd, 110104, Abeokuta, Ogun State",7.102261000,3.307572000
,1548,Daily,Oba Lipede Ultra Modern Market,"Kuto, 111102, Abeokuta, Ogun State",7.137724000,3.350886000
,1549,Daily,Ikenna Central Market,"Ikenne Road, 121103, Ikenne, Ogun State",6.941835000,3.720727000
,1550,Daily,Dagbogi Market,"PX2J+JF3, 112106, Owode, Ogun State",6.703312000,2.981566000
,1551,Daily,OPIC Maingate Market,"Isheri Oke 102109, Agege Ogun State",6.649398000,3.390167000
